"bioID";"pos";"college";"collegeOther";"birthDate";"deathDate";"bmi"
"santoal01w";"C";;;1973-12-02 00:00:00;"0000-00-00";21.461123292292122
"santoke01w";"F";;;1979-11-10 00:00:00;"0000-00-00";23.495822222222223
"sarenra01w";"C";;;1974-06-27 00:00:00;"0000-00-00";25.651873767258383
"sauerpa01w";"C";"Connecticut";;1977-12-08 00:00:00;"0000-00-00";24.70723684210526
"saundja01w";"F";"Texas A&M";;1979-08-21 00:00:00;"0000-00-00";20.221186272564967
"saureau01w";"G";;;1976-10-31 00:00:00;"0000-00-00";23.385510204081633
"savasla01w";"G";"Washington";;1974-03-18 00:00:00;"0000-00-00";20.372404844290656
"schumke01w";"C";"Connecticut";;1977-10-14 00:00:00;"0000-00-00";21.698262776184855
"schwege01w";"G-F";"Duke";;1979-01-31 00:00:00;"0000-00-00";21.697530864197528
"scottol01w";"C";"Stanford";;1976-08-05 00:00:00;"0000-00-00";22.466216216216218
"scottra01w";"F";"Colorado";;1975-08-12 00:00:00;"0000-00-00";21.121244444444443
"shakiel01w";"F-C";;;1970-06-02 00:00:00;"0000-00-00";23.745777777777775
"sharpkb01w";"G";"Cincinnati";;1981-04-18 00:00:00;"0000-00-00";21.41041797941609
"sheetsh01w";"G";"Colorado";;1975-08-15 00:00:00;"0000-00-00";20.980257116620752
"shielas01w";"G";"SW Tennessee CC";;1985-07-15 00:00:00;"0000-00-00";22.237755102040815
"shulead01w";"G";"Georgia";;1969-04-24 00:00:00;"0000-00-00";24.69214876033058
"simondy01w";"G";"Arizona State";;1989-09-29 00:00:00;"0000-00-00";22.795502958579878
"simpsda01w";"F";"Houston";;1969-04-11 00:00:00;"0000-00-00";19.996444444444446
"slaisma01w";"G";"Cincinnati";;1973-08-23 00:00:00;"0000-00-00";26.30168685121107
"slauggw01w";"F";"Tulane";;1980-07-01 00:00:00;"0000-00-00";22.620977777777778
"slavtge01w";"G";"Florida International";;1979-10-20 00:00:00;"0000-00-00";21.1071495590167
"smithai01w";"F";"Louisiana State";;1980-07-18 00:00:00;"0000-00-00";22.20945945945946
"smithbr01w";"F-C";"Stanford";;1984-04-30 00:00:00;"0000-00-00";24.370666666666665
"smithch01w";"G";"Arkansas";;1975-08-14 00:00:00;"0000-00-00";21.924704834038764
"smithch02w";"F";"Stanford";;1975-05-02 00:00:00;"0000-00-00";20.803061224489795
"smithch03w";"G";"North Carolina";;1973-08-23 00:00:00;"0000-00-00";20.070216049382715
"smithcr01w";"G";"Iowa";;1984-03-12 00:00:00;"0000-00-00";19.527777777777775
"smithje01w";"C";"Michigan";;1982-04-10 00:00:00;"0000-00-00";24.745600000000003
"smithka01w";"G-F";"Ohio State";;1974-06-04 00:00:00;"0000-00-00";24.26542352707796
"smithki01w";"F";"Utah";;1984-05-07 00:00:00;"0000-00-00";20.843310189528992
"smithla01w";"G";"Mississippi State";;1974-02-06 00:00:00;"0000-00-00";23.49075517932724
"smithta01w";"F-C";"Iowa";;1977-04-01 00:00:00;"0000-00-00";19.473684210526315
"smithwa01w";"G";"Duke";;1985-07-09 00:00:00;"0000-00-00";24.404879984130133
"snellbe01w";"G";"University of Sydney";;1981-10-01 00:00:00;"0000-00-00";25.101869355177485
"snowmi01w";"C";"Tennessee";;1980-03-20 00:00:00;"0000-00-00";18.73401922752572
"sobrale01w";"F";;;1974-11-22 00:00:00;"0000-00-00";24.141302308125354
"sobrama01w";"C";;;1964-03-23 00:00:00;"0000-00-00";20.371377777777777
"spencsi01w";"G";"Tennessee";;1985-03-07 00:00:00;"0000-00-00";22.87093333333333
"spornra01w";"F";;;1968-05-26 00:00:00;"0000-00-00";19.256756756756758
"stafftr01w";"F";"California";;1970-11-11 00:00:00;"0000-00-00";23.74554325389379
"staleda01w";"G";"Virginia";;1970-05-04 00:00:00;"0000-00-00";21.625803489439853
"stansti01w";"F-C";"North Carolina State";;1983-01-16 00:00:00;"0000-00-00";22.87093333333333
"starbka01w";"G";"Stanford";;1975-07-30 00:00:00;"0000-00-00";20.183711765809722
"stedika01w";"F-G";"Stanford";;1967-12-11 00:00:00;"0000-00-00";23.460455246913583
"stepama01w";"C";;;1979-02-23 00:00:00;"0000-00-00";20.540781250000002
"stephre01w";"G";"UCLA";;1969-12-28 00:00:00;"0000-00-00";22.313033128347552
"stephst01w";"C";"Texas";;1982-01-21 00:00:00;"0000-00-00";24.950657894736842
"sterkca01w";"F";"Central Michigan";;0002-11-30 00:00:00;"0000-00-00";21.824324324324323
"stevema01w";"F-C";"Auburn";;1982-02-04 00:00:00;"0000-00-00";20.74631111111111
"stileja01w";"G";"Missouri State";;1978-12-21 00:00:00;"0000-00-00";21.892733564013838
"stillva01w";"F-C";"Kentucky";;1961-05-14 00:00:00;"0000-00-00";19.91987239632201
"stinsan01w";"G";"North Carolina State";;1967-11-25 00:00:00;"0000-00-00";22.66816326530612
"stiresh01w";"F";"Kansas State";;1972-05-21 00:00:00;"0000-00-00";29.006943066851814
"stockta01w";"F-C";"Florida";;1979-01-29 00:00:00;"0000-00-00";21.18243243243243
"streiju01w";"F";;;1972-05-14 00:00:00;"0000-00-00";21.18243243243243
"stricsh01w";"G-F";"Tennessee";;1990-07-30 00:00:00;"0000-00-00";22.85135135135135
"strotan01w";"G-F";"Connecticut";;1983-12-11 00:00:00;"0000-00-00";20.74631111111111
"suberto01w";"G";"Virginia";;1974-11-23 00:00:00;"0000-00-00";21.454889730452216
"summela01w";"C";;;1983-12-13 00:00:00;"0000-00-00";21.43918918918919
"sun-mju01w";"C";;;1974-10-12 00:00:00;"0000-00-00";22.16250703696754
"suttota01w";"C";"Rutgers";;1978-01-27 00:00:00;"0000-00-00";24.220394736842103
"swanike01w";"G";"Connecticut";;1986-08-10 00:00:00;"0000-00-00";22.551124972154156
"swoopsh01w";"F-G";"Texas Tech";;1971-03-25 00:00:00;"0000-00-00";19.663387345679013
"swordca01w";"C";"Boston College";;1989-07-19 00:00:00;"0000-00-00";24.26528599605523
"tatede01w";"G";"Maryland";;1966-05-13 00:00:00;"0000-00-00";22.80493079584775
"tateso01w";"G";"Arkansas State";;1971-09-07 00:00:00;"0000-00-00";25.337695133149676
"tauradi01w";"F-G";"Connecticut";;1982-06-11 00:00:00;"0000-00-00";23.32484567901235
"tayloli01w";"C";"UC Santa Barbara";;1981-05-20 00:00:00;"0000-00-00";21.96875
"taylope01w";"F";;;1981-05-24 00:00:00;"0000-00-00";22.16250703696754
"teaslni01w";"G";"North Carolina";;1979-03-22 00:00:00;"0000-00-00";22.918016975308642
"teilaza01w";"C";"Western Illinois";;1983-09-24 00:00:00;"0000-00-00";19.14917481172889
"terryka01w";"C-F";"Georgia Tech";;1983-10-21 00:00:00;"0000-00-00";22.87093333333333
"thirdtr01w";"F";"Washington";;1968-02-27 00:00:00;"0000-00-00";22.313033128347552
"thomaca01w";"F";"Vanderbilt";;1985-10-31 00:00:00;"0000-00-00";24.995555555555555
"thomach01w";"C";"Georgia";;1982-08-14 00:00:00;"0000-00-00";23.120888888888892
"thomaja01w";"G";"Duke";;1989-09-30 00:00:00;"0000-00-00";21.41041797941609
"thomakr01w";"C";"Duke";;1989-06-10 00:00:00;"0000-00-00";23.12109967954124
"thomala01w";"F";"Mississippi State";;1981-07-06 00:00:00;"0000-00-00";21.18243243243243
"thomast01w";"F";"Michigan";;1978-08-29 00:00:00;"0000-00-00";22.094285714285714
"thompal01w";"F";"Texas Tech";;1976-06-30 00:00:00;"0000-00-00";23.74554325389379
"thompam01w";"F";"Oklahoma";;1987-11-18 00:00:00;"0000-00-00";22.426346406455245
"thomppa01w";"F";"Tennessee";;1975-01-16 00:00:00;"0000-00-00";25.460499155563898
"thompti01w";"F";"USC";;1975-02-10 00:00:00;"0000-00-00";22.85135135135135
"thorbsh01w";"G";"Utah";;1982-08-07 00:00:00;"0000-00-00";22.00105019953791
"thorner01w";"G";"Brigham Young";;1981-05-19 00:00:00;"0000-00-00";21.520408163265305
"threaro01w";"G";"Wisconsin";;1970-07-01 00:00:00;"0000-00-00";23.49075517932724
"tilliic01w";"C-F";"Duke";;1981-12-06 00:00:00;"0000-00-00";19.56400742115028
"timmsmi01w";"G";;;1965-06-28 00:00:00;"0000-00-00";20.671864557807975
"tolerpe01w";"G";"Long Beach State";;1966-03-24 00:00:00;"0000-00-00";20.06833910034602
"tolivkr01w";"G";"Maryland";;1987-01-27 00:00:00;"0000-00-00";20.35865448875028
"torniel01w";"F";;;1965-05-27 00:00:00;"0000-00-00";21.1071495590167
"torrele01w";"C";"Florida State";;1978-04-06 00:00:00;"0000-00-00";21.371199999999998
"traviti01w";"G-F";"Flordia";;1978-03-20 00:00:00;"0000-00-00";20.221186272564967
"tremich01w";"G";"Auburn";;1969-10-20 00:00:00;"0000-00-00";22.916896235078053
"tricetr01w";"F-C";"North Carolina State";;1965-08-04 00:00:00;"0000-00-00";23.10810810810811
"tunsine01w";"G-F";"Iowa State";;1970-08-22 00:00:00;"0000-00-00";22.426346406455245
"turneba01w";"G-F";"Connecticut";;1984-06-08 00:00:00;"0000-00-00";23.32484567901235
"tutermo01w";"G";"Arizona State";;1975-08-25 00:00:00;"0000-00-00";21.019483024691358
"tuvicsl01w";"C";;;1977-09-19 00:00:00;"0000-00-00";23.611842105263158
"tzekopo01w";"C";;;1968-04-30 00:00:00;"0000-00-00";23.00328947368421
"udokamf01w";"F";"DePaul";;1976-06-16 00:00:00;"0000-00-00";25.358989197530864
"ujhelpe01w";"F-C";"South Carolina";;1980-12-17 00:00:00;"0000-00-00";24.342105263157897
"umoh-it01w";"G";"Clemson";;1977-02-21 00:00:00;"0000-00-00";21.924704834038764
"valdeam01w";"F";;;1976-08-18 00:00:00;"0000-00-00";21.1071495590167
"vandeco01w";"G";"Gonzaga";;1989-02-08 00:00:00;"0000-00-00";19.764273356401386
"vanemal01w";"F";"UCLA";;1968-04-14 00:00:00;"0000-00-00";21.87111111111111
"vangomi01w";"C";"Duke";;1977-05-10 00:00:00;"0000-00-00";21.607659434582512
"vaughki01w";"C";"Rutgers";;1987-01-24 00:00:00;"0000-00-00";25.315789473684212
"vaughkr01w";"F";"Virginia Commonwealth";;1986-09-08 00:00:00;"0000-00-00";21.1071495590167
"vealkr01w";"G";;;1981-07-24 00:00:00;"0000-00-00";21.520408163265305
"veselja01w";"F";"none";;1983-12-31 00:00:00;"0000-00-00";24.370666666666665
"vidicbo01w";"G";"Oregon State";;1973-01-07 00:00:00;"0000-00-00";19.63852131905062
"viglida01w";"G";"Texas";;1975-03-07 00:00:00;"0000-00-00";22.524693877551023
"vilipda01w";"F-C";;;1975-03-30 00:00:00;"0000-00-00";25.19407894736842
"vodicka01w";"F-C";;;1972-12-19 00:00:00;"0000-00-00";23.125
"vodopna01w";"F";;;1981-04-06 00:00:00;"0000-00-00";22.620977777777778
"voigtka01w";"G";"Wisconsin";;1975-04-07 00:00:00;"0000-00-00";21.37098892850441
"vukadmi01w";"G";"California";;1968-11-18 00:00:00;"0000-00-00";19.787952711578157
"walkeas01w";"F-C";"California";;1987-02-24 00:00:00;"0000-00-00";26.383936948770877
"walkeay01w";"F";"Louisiana Tech";;1979-09-10 00:00:00;"0000-00-00";17.746844444444445
"walkede01w";"F";"Virginia";;1977-11-28 00:00:00;"0000-00-00";20.996266666666667
"walkema01w";"C";"Pittsburgh";;1986-10-17 00:00:00;"0000-00-00";31.61937777777778
"walsema01w";"F";"Penn State";;1978-10-28 00:00:00;"0000-00-00";23.62162162162162
"wardvo01w";"C";"Tennessee";;1973-03-16 00:00:00;"0000-00-00";19.643326758711375
"washico01w";"G";"Notre Dame";;1971-01-17 00:00:00;"0000-00-00";22.271349862258955
"washito01w";"F";"Florida";;1977-12-30 00:00:00;"0000-00-00";22.313033128347552
"wautean01w";"C";;;1980-10-12 00:00:00;"0000-00-00";23.49013157894737
"weathte01w";"G";"Louisiana Tech";;1965-12-08 00:00:00;"0000-00-00";24.47729238754325
"webbum01w";"G-F";"North Carolina State";;1975-06-26 00:00:00;"0000-00-00";23.242040816326533
"weberma01w";"C";"Iona";;1982-06-01 00:00:00;"0000-00-00";23.713948389273064
"weckeke01w";"F";"Kansas State";;1982-12-16 00:00:00;"0000-00-00";22.690185775942954
"whaleli01w";"G";"Minnesota";;1982-05-09 00:00:00;"0000-00-00";22.80493079584775
"whitede01w";"F";"Louisiana State";;1980-04-03 00:00:00;"0000-00-00";25.102162269390995
"whiteer01w";"G";"Louisiana State";;1986-08-26 00:00:00;"0000-00-00";23.911564625850342
"whiteta01w";"G";"Mississippi State";;1982-09-27 00:00:00;"0000-00-00";24.11717531744264
"whitiva01w";"C-F";"Stanford";;1972-04-09 00:00:00;"0000-00-00";25.5472972972973
"whitmta01w";"F";"Memphis";;1977-06-05 00:00:00;"0000-00-00";24.39189189189189
"whittje01w";"C";;;1973-09-05 00:00:00;"0000-00-00";20.868274582560296
"whittkh01w";"F";"North Carolina State";;1986-08-05 00:00:00;"0000-00-00";24.405141677613063
"wickssu01w";"F";"Rutgers";;1966-11-26 00:00:00;"0000-00-00";23.870755555555558
"widemja01w";"G";"Stanford";;1975-10-16 00:00:00;"0000-00-00";21.787190082644628
"wiggica01w";"G";"Stanford";;1987-02-14 00:00:00;"0000-00-00";21.476294386034517
"wilkeda01w";"G";"Long Beach State";;1969-02-27 00:00:00;"0000-00-00";20.133254437869823
"wilkibr01w";"C";"Iowa State";;1983-06-15 00:00:00;"0000-00-00";23.120888888888892
"williad01w";"F-C";"USC";;1977-02-15 00:00:00;"0000-00-00";20.156856130882105
"willian01w";"G";"Illinois";;1983-07-21 00:00:00;"0000-00-00";20.20582561728395
"willibe01w";"G";"Texas";;1965-11-09 00:00:00;"0000-00-00";21.41041797941609
"willide01w";"G";"Louisiana Tech";;1972-09-23 00:00:00;"0000-00-00";24.325259515570938
"williki01w";"G";"DePaul";"Westark CC";1974-10-14 00:00:00;"0000-00-00";21.948576675849402
"willile01w";"F";"Auburn";;1981-02-10 00:00:00;"0000-00-00";27.12191358024691
"willile02w";"G-F";"DePaul";;1979-07-04 00:00:00;"0000-00-00";21.61575084308669
"willili01w";"G";"UCLA";;1984-06-13 00:00:00;"0000-00-00";23.70759769886927
"willina01w";"F-C";"UCLA";;1970-11-30 00:00:00;"0000-00-00";26.95945945945946
"williri01w";"G";"Connecticut";;1976-01-14 00:00:00;"0000-00-00";21.787190082644628
"williri02w";"G";"Miami";;1990-05-28 00:00:00;"0000-00-00";25.83983069725997
"willish01w";"G";"Oregon";;1980-04-14 00:00:00;"0000-00-00";21.787190082644628
"willita01w";"G";"Auburn";;1974-07-23 00:00:00;"0000-00-00";23.70759769886927
"willito01w";"G";"Texas A&M";;1982-01-11 00:00:00;"0000-00-00";20.98053633217993
"williwe01w";"G";"Arkansas";;1978-11-18 00:00:00;"0000-00-00";22.081309868567608
"wilsoam01w";"F";"Louisiana Tech";;1977-02-06 00:00:00;"0000-00-00";24.544336441182306
"wirthch01w";"F";"Vanderbilt";;1987-04-18 00:00:00;"0000-00-00";24.405141677613063
"wisdoli01w";"F";"Purdue";;1986-05-26 00:00:00;"0000-00-00";23.87837837837838
"witheso01w";"G";"Florida";;1969-07-06 00:00:00;"0000-00-00";20.803061224489795
"wojtaju01w";"G-F";"Wisconsin-Green Bay";;1989-04-09 00:00:00;"0000-00-00";23.731674382716047
"wolteka01w";"C";"Connecticut";;1975-08-15 00:00:00;"0000-00-00";25.56978048389681
"wolvean01w";"F-C";"Oregon";;1978-12-08 00:00:00;"0000-00-00";25.620444444444445
"woodaly01w";"G";"Kansas";;1959-08-12 00:00:00;"0000-00-00";21.697530864197528
"wooslti01w";"G";"Tennessee";;1973-04-04 00:00:00;"0000-00-00";20.671864557807975
"wrighfa01w";"G";"San Diego State";;1973-01-28 00:00:00;"0000-00-00";20.980257116620752
"wrighmo01w";"G";"Virginia";;1988-07-15 00:00:00;"0000-00-00";24.82324935528665
"wrighsh01w";"F";"Purdue";;1981-09-21 00:00:00;"0000-00-00";22.237755102040815
"wrighta01w";"G";"Penn State";;1983-11-20 00:00:00;"0000-00-00";23.01031541360841
"wyckobr01w";"F";"Florida State";;1980-03-30 00:00:00;"0000-00-00";24.141302308125354
"wynneda01w";"F";"Seton Hall";;1975-02-02 00:00:00;"0000-00-00";22.466216216216218
"yamasli01w";"G";"Stanford";;1980-06-02 00:00:00;"0000-00-00";25.064740101332333
"yasenco01w";"G";"Purdue";;1973-12-05 00:00:00;"2001-05-12";21.697530864197528
"yilmane01w";"F-C";;;1980-06-06 00:00:00;"0000-00-00";23.49013157894737
"youngca01w";"G";"Auburn";;1969-07-28 00:00:00;"0000-00-00";25.84015963032976
"youngso01w";"F";"Baylor";;1983-12-15 00:00:00;"0000-00-00";21.76674798273597
"youngta01w";"F";"James Madison";;1986-10-30 00:00:00;"0000-00-00";21.31081081081081
"zakalok01w";"C";;;1977-12-18 00:00:00;"0000-00-00";20.10552268244576
"zarafr01w";"G";;;1976-12-08 00:00:00;"0000-00-00";20.9465306122449
"zellosh01w";"G";"Pittsburgh";;1986-08-28 00:00:00;"0000-00-00";22.237755102040815
"zhengha01w";"C";;;1967-03-07 00:00:00;"0000-00-00";27.900312500000002
"zirkozu01w";"G";;;1980-06-06 00:00:00;"0000-00-00";21.41041797941609
"zollsh01w";"G";"Virginia";;1986-07-11 00:00:00;"0000-00-00";23.177545110269545
